Date,Track,Artist,Album
2017-04-02 13:55:41-03:00,"Gulliver (with Natalia Lafourcade, Alex González y Sergio Vallín) - MTV Unplugged",Miguel Bosé,MTV Unplugged
2017-04-02 13:51:19-03:00,Amante Bandido,Miguel Bosé,Bravo Bosé - 30 Grandes Exitos
2017-04-02 13:43:43-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-04-01 22:47:50-03:00,Imán - En Vivo,Miranda!,Miranda Directo!
2017-04-01 22:43:38-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-04-01 22:39:49-03:00,woRK frOm HoMe,Fifth Harmony,Work from Home
2017-04-01 22:36:23-03:00,743,Miranda!,743
2017-04-01 22:32:23-03:00,Yo Te Diré - En Vivo,Miranda!,Luna Magistral
2017-04-01 22:28:34-03:00,Quiero Conocer Tu Mundo,Fármacos,Quiero Conocer Tu Mundo
2017-04-01 22:25:37-03:00,Campus,Vampire Weekend,Vampire Weekend
2017-04-01 22:23:39-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-04-01 22:18:37-03:00,Keep You On My Side - Live From Spotify House SXSW 2016,CHVRCHES,Spotify Sessions
2017-04-01 22:14:39-03:00,Gun - Live From Spotify House SXSW 2016,CHVRCHES,Spotify Sessions
2017-04-01 22:10:30-03:00,Afterglow,CHVRCHES,Every Open Eye (Extended Edition)
2017-04-01 22:06:26-03:00,Empty Threat,CHVRCHES,Every Open Eye (Extended Edition)
2017-04-01 22:02:50-03:00,Playing Dead,CHVRCHES,Every Open Eye (Extended Edition)
2017-04-01 21:58:02-03:00,Never Ending Circles - Live From Spotify House SXSW 2016,CHVRCHES,Spotify Sessions
2017-04-01 21:53:03-03:00,Leave A Trace - Goldroom Remix,CHVRCHES,Leave A Trace (Goldroom Remix)
2017-04-01 21:49:08-03:00,Follow You,CHVRCHES,Every Open Eye (Special Edition)
2017-04-01 21:45:10-03:00,Leave a Trace,CHVRCHES,Every Open Eye (Special Edition)
2017-04-01 21:40:43-03:00,Keep You On My Side,CHVRCHES,Every Open Eye (Special Edition)
2017-04-01 21:36:49-03:00,Clearest Blue,CHVRCHES,Every Open Eye
2017-04-01 21:32:16-03:00,Warning Call (Theme From Mirror’s Edge Catalyst),CHVRCHES,Every Open Eye (Extended Edition)
2017-04-01 21:28:47-03:00,Empty Threat - Big Wild Remix,CHVRCHES,Every Open Eye (Extended Edition)
2017-04-01 21:25:05-03:00,Lies,CHVRCHES,The Bones of What You Believe (Special Edition)
2017-04-01 21:21:58-03:00,Never Ending Circles,CHVRCHES,Every Open Eye (Extended Edition)
2017-04-01 21:17:17-03:00,Get Away,CHVRCHES,Every Open Eye (Special Edition)
2017-04-01 21:12:30-03:00,Tether,CHVRCHES,The Bones of What You Believe (Special Edition)
2017-04-01 21:09:17-03:00,The Mother We Share,CHVRCHES,The Bones of What You Believe (Special Edition)
2017-04-01 21:04:20-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-04-01 20:30:08-03:00,Rabiosa,Shakira,Sale el Sol
2017-04-01 20:24:13-03:00,What Became of the Likely Lads,The Libertines,The Libertines
2017-04-01 20:19:22-03:00,I Will Possess Your Heart,Death Cab for Cutie,Narrow Stairs
2017-04-01 20:15:29-03:00,Anna,Will Butler,Policy (Deluxe Version)
2017-04-01 20:11:20-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2017-04-01 20:06:55-03:00,Sol de invierno,Javiera Mena,Esquemas juveniles
2017-04-01 20:01:34-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-04-01 16:13:45-03:00,Soy El Ring,Pedropiedra,Pedropiedra
2017-04-01 16:10:04-03:00,Como una Estrella,Alex Anwandter,Rebeldes
2017-04-01 14:08:10-03:00,Espada,Javiera Mena,Otra Era
2017-04-01 14:04:43-03:00,La Joya,Javiera Mena,Otra Era
2017-04-01 14:00:50-03:00,Who'd Have Known - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-04-01 13:56:59-03:00,Starboy,The Weeknd,Starboy
2017-04-01 13:53:26-03:00,12 Minerales,Gepe,Audiovisión
2017-04-01 13:49:50-03:00,A Lack of Color,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2017-04-01 13:45:16-03:00,Don't Cha,The Pussycat Dolls,Hip Hop: The Collection 2008 [(Double) International Version]
2017-04-01 13:40:48-03:00,Espero,Marineros,O marineros
2017-04-01 13:35:58-03:00,La Carretera,Javiera Mena,Otra Era
2017-04-01 13:32:19-03:00,Platina,Gepe,GP
2017-04-01 13:28:36-03:00,El lado oscuro de tu corazón,Marineros,El Lado Oscuro de Tu Corazón
2017-04-01 13:24:49-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2017-04-01 13:21:18-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-04-01 13:17:47-03:00,Hard Out Here,Lily Allen,Sheezus (Special Edition)
2017-04-01 13:14:39-03:00,Oh Oh,Marineros,O marineros
2017-04-01 13:11:18-03:00,Not Fair,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-04-01 13:07:38-03:00,Your Heart Is an Empty Room,Death Cab for Cutie,Plans
2017-04-01 13:03:10-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-04-01 13:01:10-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-04-01 12:55:48-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-31 18:54:56-03:00,Lo que quieras,Dënver,"Música, Gramática, Gimnasia"
2017-03-31 18:50:49-03:00,Bacán tu casa,Gepe,GP
2017-03-31 18:46:17-03:00,Luz de Piedra de Luna,Javiera Mena,Mena
2017-03-31 18:42:58-03:00,Ahondar en ti,Javiera Mena,Mena
2017-03-31 18:38:14-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-03-31 18:34:34-03:00,Fuck You,Lily Allen,"It's Not Me, It's You"
2017-03-31 18:31:11-03:00,Horrorshow - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-31 18:27:40-03:00,Lights,Ellie Goulding,Halcyon Days
2017-03-31 18:25:03-03:00,"CALIENTE, CALIENTE",Raffaella carrà,Grandes Exitos
2017-03-31 18:21:44-03:00,Toxic - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-31 18:18:12-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-03-31 18:13:46-03:00,If I Ever Feel Better,Phoenix,United
2017-03-31 18:11:06-03:00,If U Seek Amy - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-31 18:05:45-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-31 08:23:22-03:00,Pide,Javiera Mena,Otra Era
2017-03-31 08:20:59-03:00,I'm Not Gonna Teach Your Boyfriend How to Dance With You,Black Kids,I'm Not Gonna Teach Your Boyfriend How To Dance With You
2017-03-31 08:12:40-03:00,Rich Girl,Gwen Stefani,Love Angel Music Baby
2017-03-31 08:08:51-03:00,Air Balloon,Lily Allen,Sheezus (Special Edition)
2017-03-31 08:04:30-03:00,Cómo Puedes Vivir Contigo Mismo?,Alex Anwandter,Rebeldes
2017-03-31 08:00:08-03:00,You're My Waterloo,The Libertines,Anthems For Doomed Youth (Deluxe)
2017-03-31 07:53:17-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-30 16:37:15-03:00,Sufrir,Javiera Mena,Mena
2017-03-30 16:33:15-03:00,Yo Te Diré - En Vivo,Miranda!,Luna Magistral
2017-03-30 16:29:14-03:00,Who Do You Think You Are,Spice Girls,Spice
2017-03-30 16:25:50-03:00,Girlfriend,Phoenix,Wolfgang Amadeus Phoenix
2017-03-30 16:21:36-03:00,"Easier, Easier",Good Shoes,"No Hope, No Future (Bonus Tracks Version)"
2017-03-30 16:17:10-03:00,Sol de invierno,Javiera Mena,Esquemas juveniles
2017-03-30 16:14:05-03:00,Noche profunda,Dënver,Sangre Cita
2017-03-30 16:09:45-03:00,Romix - En vivo,Miranda!,Miranda! Vivo
2017-03-30 16:06:15-03:00,Acá Entera,Javiera Mena,Mena
2017-03-30 16:02:07-03:00,Belleza,Fármacos,Belleza
2017-03-30 15:59:01-03:00,Cabros,Odisea,Odisea
2017-03-30 15:56:18-03:00,En el Amor Todo Es Empezar (A far l'amore comincia tu) - Spanish Version,Raffaella carrà,Tutto Carra'
2017-03-30 15:51:48-03:00,Bailarina - En Vivo,Miranda!,En vivo sin Restricciones!
2017-03-30 15:48:17-03:00,743,Miranda!,743
2017-03-30 15:46:29-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-30 15:40:57-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-30 08:10:13-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-03-30 08:05:51-03:00,Hummer,Foals,Hummer
2017-03-30 07:57:56-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-03-30 07:54:21-03:00,Quiero Conocer Tu Mundo,Fármacos,Estado de Gracia
2017-03-30 07:51:20-03:00,Belleza,Fármacos,Estado de Gracia
2017-03-30 07:47:02-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-03-30 07:43:26-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-29 18:56:59-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-29 18:52:46-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-03-29 18:48:35-03:00,Amor y Porno,Fármacos,Estado de Gracia
2017-03-29 18:45:59-03:00,Visitarte,Fármacos,Estado de Gracia
2017-03-29 18:41:30-03:00,Palacio Mental,Fármacos,Estado de Gracia
2017-03-29 18:37:16-03:00,Eternidad,Fármacos,Estado de Gracia
2017-03-29 18:33:11-03:00,Belleza,Fármacos,Estado de Gracia
2017-03-29 18:29:22-03:00,Quiero Conocer Tu Mundo,Fármacos,Estado de Gracia
2017-03-29 18:25:01-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-03-29 18:19:39-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-29 18:15:26-03:00,A Lack of Color,Death Cab for Cutie,Transatlanticism
2017-03-29 18:10:50-03:00,Ocean Avenue,Yellowcard,Ocean Avenue
2017-03-29 18:08:50-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-03-29 18:06:22-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-03-29 10:07:50-03:00,Get Ur Freak On,Missy Elliott,Miss E...So Addictive
2017-03-29 10:04:54-03:00,Hummer,Foals,Hummer
2017-03-28 19:12:21-03:00,Bailar y Llorar,Teleradio Donoso,bailar y llorar
2017-03-28 19:08:14-03:00,Borderline,Madonna,Celebration (double disc version)
2017-03-28 19:02:43-03:00,Borderline,Madonna,Celebration (double disc version)
2017-03-28 18:59:05-03:00,Como siempre soñé,Javiera Mena,Esquemas juveniles
2017-03-28 18:56:03-03:00,Milkshake,Kelis,Tasty
2017-03-28 18:52:13-03:00,Float On,Goldspot,Music From The O.C. Mix 6: Covering Our Tracks (U.S. Version)
2017-03-28 18:47:20-03:00,Hasta la verdad,Javiera Mena,Mena
2017-03-28 18:43:26-03:00,Como una Estrella,Alex Anwandter,Rebeldes
2017-03-28 18:39:16-03:00,torneo local,Dënver,Fuera de Campo
2017-03-28 18:35:46-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-03-28 08:42:09-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-03-28 08:39:13-03:00,Quiero Conocer Tu Mundo,Fármacos,Quiero Conocer Tu Mundo
2017-03-28 08:34:47-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-28 08:30:09-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2017-03-28 08:23:22-03:00,Tucán,Miranda!,Magistral
2017-03-28 08:20:23-03:00,Campus,Vampire Weekend,Vampire Weekend
2017-03-28 08:18:15-03:00,MAI LOV,Dënver,Sangre Cita
2017-03-28 08:14:53-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-03-28 08:11:52-03:00,Hummer,Foals,Hummer
2017-03-27 21:36:56-03:00,torneo local,Dënver,Fuera de Campo
2017-03-27 08:03:37-03:00,El Amanecer,Javiera Mena,Mena
2017-03-27 08:01:39-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-03-27 07:54:09-03:00,Belleza,Fármacos,Estado de Gracia
2017-03-27 07:44:13-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-26 21:00:17-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-03-26 20:56:20-03:00,Quiero Conocer Tu Mundo,Fármacos,Estado de Gracia
2017-03-26 20:52:16-03:00,Belleza,Fármacos,Estado de Gracia
2017-03-26 20:49:40-03:00,Visitarte,Fármacos,Estado de Gracia
2017-03-26 20:45:19-03:00,Despegarte de Mí,Fármacos,Los Días Más Largos
2017-03-26 20:41:29-03:00,Quiero Conocer Tu Mundo,Fármacos,Estado de Gracia
2017-03-26 20:33:21-03:00,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney
2017-03-26 20:29:26-03:00,Girls Just Want to Have Fun,Cyndi Lauper,The Best Of The 80's
2017-03-26 20:25:05-03:00,Love Today,Mika,Life in Cartoon Motion
2017-03-26 20:22:35-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-03-26 20:17:47-03:00,Meet Me on the Equinox,Death Cab for Cutie,Twilight 'Forever' Love Songs From the Twilight Saga
2017-03-26 20:13:49-03:00,Gives You Hell,The All-American Rejects,When the World Comes Down
2017-03-26 20:08:32-03:00,Vogue,Madonna,Celebration (double disc version)
2017-03-26 20:03:45-03:00,Real Slow,Miami Horror,Real Slow
2017-03-26 19:58:08-03:00,Cordillera,Alex Anwandter,Amiga
2017-03-26 19:55:24-03:00,Fiesta,Raffaella carrà,Fiesta
2017-03-26 19:51:12-03:00,Espada,Javiera Mena,Otra Era
2017-03-26 19:47:25-03:00,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,"Alright, Still [Deluxe]"
2017-03-26 19:43:10-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-03-26 19:26:51-03:00,Miedo a Toparme Contigo,Dënver,Totoral
2017-03-26 19:22:30-03:00,Un Día Ayer,Gepe,Audiovisión
2017-03-26 19:18:39-03:00,Lisztomania,Phoenix,Lisztomania
2017-03-26 19:12:32-03:00,La Joya,Javiera Mena,Otra Era
2017-03-26 19:09:48-03:00,Last Post on the Bugle - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-26 19:05:20-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-03-26 18:59:03-03:00,Submarino,Marineros,O marineros
2017-03-26 18:54:24-03:00,Rome,Phoenix,Wolfgang Amadeus Phoenix
2017-03-26 18:50:45-03:00,Siempre Es Viernes en Mi Corazón,Alex Anwandter,Amiga
2017-03-26 18:45:32-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-03-26 18:40:45-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-03-26 17:56:04-03:00,Something New,Girls Aloud,Ten (Deluxe Edition)
2017-03-26 17:52:12-03:00,Music When the Lights Go Out - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-26 17:48:21-03:00,Soul Meets Body,Death Cab for Cutie,Plans
2017-03-26 17:45:26-03:00,Hummer,Foals,Hummer
2017-03-26 15:29:50-03:00,Arrasando - Original Version,Thalía,Greatest Hits
2017-03-26 15:24:49-03:00,"Yo Te Amo, Te Amo",Yuri,Soy Así
2017-03-26 15:16:39-03:00,Such Great Heights,The Postal Service,Give Up
2017-03-26 15:03:47-03:00,torneo local,Dënver,Fuera de Campo
2017-03-26 14:31:48-03:00,Traición,Alex Anwandter,Amiga
2017-03-26 14:28:21-03:00,Green Light,Lorde,Green Light
2017-03-26 14:25:06-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-26 14:20:39-03:00,Radar - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-26 14:17:27-03:00,Traición - En Vivo,Miranda!,Luna Magistral
2017-03-26 14:12:18-03:00,Bacán tu casa,Gepe,GP
2017-03-26 14:08:29-03:00,Florida Kilos,Lana Del Rey,Ultraviolence (Deluxe)
2017-03-26 14:06:26-03:00,It's Not Unusual,Tom Jones,Velvet + Steel = Gold - Tom Jones 1964-1969
2017-03-26 14:02:54-03:00,Lights,Ellie Goulding,Halcyon Days
2017-03-26 13:58:24-03:00,Lo que quieras,Dënver,"Música, Gramática, Gimnasia"
2017-03-25 22:48:18-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-03-25 22:45:11-03:00,Long Distance Call,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-25 22:41:40-03:00,Amiga,Alex Anwandter,Amiga
2017-03-25 22:38:21-03:00,Toxic - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-25 22:35:28-03:00,Visitarte,Fármacos,Estado de Gracia
2017-03-25 22:32:16-03:00,Las niñas quieren,Pedropiedra,Pedropiedra
2017-03-25 22:28:52-03:00,Girlfriend,Phoenix,Wolfgang Amadeus Phoenix
2017-03-25 22:25:04-03:00,Quiero Conocer Tu Mundo,Fármacos,Quiero Conocer Tu Mundo
2017-03-25 22:22:53-03:00,Pide,Javiera Mena,Otra Era
2017-03-25 22:18:28-03:00,Imán - En Vivo,Miranda!,Miranda Directo!
2017-03-25 22:14:16-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-03-25 17:04:05-03:00,Si te vas,Shakira,Grandes Exitos
2017-03-25 17:00:27-03:00,Yo para ti no soy nadie,Dënver,Sangre Cita
2017-03-25 16:56:33-03:00,We Looked Like Giants,Death Cab for Cutie,Transatlanticism
2017-03-25 16:52:51-03:00,Tell the King - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-25 16:48:36-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-03-25 16:45:25-03:00,Incinerate,Sonic Youth,Rather Ripped (International Version)
2017-03-25 16:41:47-03:00,Your Heart Is an Empty Room,Death Cab for Cutie,Plans
2017-03-25 16:38:19-03:00,Rich Girl,Gwen Stefani,Love Angel Music Baby
2017-03-25 16:34:55-03:00,Horrorshow - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-25 16:32:19-03:00,"CALIENTE, CALIENTE",Raffaella carrà,Grandes Exitos
2017-03-25 16:29:24-03:00,Fruta y Té,Gepe,GP
2017-03-25 16:24:30-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-03-25 16:21:36-03:00,Cabros,Odisea,Odisea
2017-03-25 16:18:34-03:00,Hummer,Foals,Hummer
2017-03-24 08:16:59-03:00,743,Miranda!,743
2017-03-24 08:12:20-03:00,Bailarina - En Vivo,Miranda!,En vivo sin Restricciones!
2017-03-24 08:09:13-03:00,Que me tome la noche,Javiera Mena,Otra Era
2017-03-24 08:05:45-03:00,I'm A Slave 4 U - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-03-24 08:01:05-03:00,Sufrir,Javiera Mena,Mena
2017-03-24 07:57:43-03:00,Noche profunda,Dënver,Sangre Cita
2017-03-24 07:48:43-03:00,torneo local,Dënver,Fuera de Campo
2017-03-24 07:44:23-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-03-23 21:10:04-03:00,Crooked Teeth,Death Cab for Cutie,Plans
2017-03-23 21:07:11-03:00,Wannabe - Radio Edit,Spice Girls,Spice
2017-03-23 21:02:06-03:00,Anna,Will Butler,Policy (Deluxe Version)
2017-03-23 20:59:20-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-03-23 15:58:41-03:00,I Will Follow You Into The Dark,Death Cab for Cutie,Plans
2017-03-23 15:54:31-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-03-23 15:50:53-03:00,Title and Registration,Death Cab for Cutie,Transatlanticism
2017-03-23 08:01:01-03:00,We Used to Be Friends,The Dandy Warhols,Music From The O.C. Mix 1
2017-03-23 07:58:40-03:00,Inbetween Days,The Cure,Greatest Hits
2017-03-23 07:54:56-03:00,Real Slow,Miami Horror,Real Slow
2017-03-23 07:51:42-03:00,Closer,Tegan and Sara,Heartthrob
2017-03-23 07:47:29-03:00,torneo local,Dënver,Fuera de Campo
2017-03-23 07:16:09-03:00,Acá Entera,Javiera Mena,Mena
2017-03-23 07:13:28-03:00,Intentarlo Todo De Nuevo,Alex Anwandter,Amiga
2017-03-23 07:09:17-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-03-22 19:26:00-03:00,Casa latina,Odisea,Odisea
2017-03-22 19:21:54-03:00,Fighter,Christina Aguilera,Stripped
2017-03-22 19:18:19-03:00,woRK frOm HoMe,Fifth Harmony,Work from Home
2017-03-22 19:15:39-03:00,Esquemas juveniles,Javiera Mena,Esquemas juveniles
2017-03-22 19:10:31-03:00,Yo Te Diré - En Vivo,Miranda!,Luna Magistral
2017-03-22 19:06:36-03:00,Sheezus,Lily Allen,Sheezus (Special Edition)
2017-03-22 19:02:37-03:00,Revista De Gimnasia,Dënver,Fuera de Campo
2017-03-22 18:59:28-03:00,"Easier, Easier",Good Shoes,"No Hope, No Future (Bonus Tracks Version)"
2017-03-22 18:56:24-03:00,Traicion - En Vivo,Miranda!,En vivo sin Restricciones!
2017-03-22 18:52:12-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-03-22 08:01:46-03:00,12 Minerales,Gepe,Audiovisión
2017-03-22 07:58:55-03:00,Hummer,Foals,Hummer
2017-03-22 07:54:54-03:00,Romix - En vivo,Miranda!,Luna Magistral
2017-03-22 07:46:30-03:00,Con Un Solo Zapato No Se Puede Caminar,Gepe,GP
2017-03-22 07:41:19-03:00,torneo local,Dënver,Fuera de Campo
2017-03-22 07:37:34-03:00,Tatuaje,Alex Anwandter,Rebeldes
2017-03-22 07:34:18-03:00,Smile,Lily Allen,"Alright, Still [Deluxe]"
2017-03-22 07:21:40-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-03-22 07:17:44-03:00,Toda La Noche,Supernova,Supernova
2017-03-22 07:14:32-03:00,Ocean Avenue,Yellowcard,Ocean Avenue
2017-03-22 07:10:12-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-03-21 20:45:57-03:00,Tiny Vessels,Death Cab for Cutie,Transatlanticism
2017-03-21 20:41:58-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-03-21 20:36:41-03:00,Marching Bands of Manhattan,Death Cab for Cutie,Plans
2017-03-21 20:30:41-03:00,Your Heart Is an Empty Room,Death Cab for Cutie,Plans
2017-03-21 20:27:20-03:00,Esa fuerza,Javiera Mena,Otra Era
2017-03-21 20:22:50-03:00,torneo local,Dënver,Fuera de Campo
2017-03-21 08:01:28-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-03-21 07:58:24-03:00,Hasta la verdad,Javiera Mena,Mena
2017-03-21 07:55:25-03:00,Last Post on the Bugle - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-03-21 07:52:23-03:00,Heart in Your Heartbreak,The Pains of Being Pure at Heart,Heart in Your Heartbreak
2017-03-20 08:13:42-03:00,torneo local,Dënver,Fuera de Campo
2017-03-20 08:10:41-03:00,"Recover - Live From Spotify House, SXSW Texas / 2016",CHVRCHES,Spotify Sessions
2017-03-20 08:02:28-03:00,Hambre,Gepe,Estilo Libre
2017-03-20 07:57:38-03:00,Un Día Ayer,Gepe,Audiovisión
2017-03-20 07:53:36-03:00,Ritmo y Decepción - En Vivo,Miranda!,Luna Magistral
2017-03-20 07:48:50-03:00,Submarino,Marineros,O marineros
2017-03-20 07:44:05-03:00,"Sincronía, Pegaso",Javiera Mena,Otra Era
2017-03-20 07:40:08-03:00,Diane Keaton,Dënver,"Música, Gramática, Gimnasia"
2017-03-20 07:35:59-03:00,torneo local,Dënver,Fuera de Campo
2017-03-19 17:26:53-03:00,Time for Heroes,The Libertines,Time for Heroes - The Best of the Libertines
2017-03-19 17:19:00-03:00,Naïve,The Kooks,Inside In / Inside Out
2017-03-19 17:14:24-03:00,Storm,Django Django,Django Django
2017-03-19 17:04:03-03:00,torneo local,Dënver,Fuera de Campo
2017-03-19 17:01:01-03:00,TKM,Gepe,Estilo Libre
2017-03-19 16:56:38-03:00,Hambre,Gepe,Estilo Libre
2017-03-19 16:51:17-03:00,Otra Era,Javiera Mena,Otra Era
2017-03-19 16:45:48-03:00,Real Slow,Miami Horror,Real Slow
2017-03-18 22:33:49-03:00,Zumm Zumm,Django Django,Django Django
2017-03-18 22:30:22-03:00,Second To None,Phoenix,It's Never Been Like That (Deluxe Version)
2017-03-18 22:26:07-03:00,These Chains,Hot Chip,In Our Heads (Expanded Edition)
2017-03-18 22:19:42-03:00,Ready for the Floor,Hot Chip,Made in the Dark
2017-03-18 22:16:18-03:00,Out of The Woods,Foals,Holy Fire
2017-03-18 21:42:27-03:00,Inside Your Mind,Gypsy & The Cat,Inside Your Mind
2017-03-18 21:38:33-03:00,HEAT (feat. Sam Nelson Harris),The Knocks,HEAT (feat. Sam Nelson Harris)
2017-03-18 21:34:23-03:00,Canyons,Clubfeet,Canyons
2017-03-18 21:29:37-03:00,Real Slow,Miami Horror,All Possible Futures
2017-03-18 21:26:24-03:00,Hablar Hacia Atras,De Saloon,Morder
2017-03-18 21:22:45-03:00,Déjalo,De Saloon,Abrazame
2017-03-18 21:16:18-03:00,Grado 3,Glup!,Wellcome Polinesia
2017-03-18 21:12:23-03:00,En Medio De Una Fiesta,Dënver,"Música, Gramática, Gimnasia"
2017-03-18 21:06:08-03:00,Tu Peor Rival,Dënver,Fuera de Campo
2017-03-18 21:02:59-03:00,TKM,Gepe,Estilo Libre
2017-03-18 20:57:47-03:00,torneo local,Dënver,Fuera de Campo
2017-03-18 20:52:30-03:00,Enamorado De Ti,Glup!,Wellcome Polinesia
2017-03-18 20:48:31-03:00,Tu Y Yo,Supernova,Supernova
2017-03-18 20:43:59-03:00,torneo local,Dënver,Fuera de Campo
2017-03-18 20:40:08-03:00,El campo,Planeta No,Odio
2017-03-18 20:36:46-03:00,Por la Ventana,Gepe,Audiovisión
2017-03-18 20:34:19-03:00,Celoso,Javier Barría,Estación Pirque
2017-03-18 20:29:10-03:00,Diane Keaton,Dënver,"Música, Gramática, Gimnasia"
2017-03-18 19:46:39-03:00,Bailar y Llorar,Teleradio Donoso,bailar y llorar
2017-03-18 19:42:37-03:00,Tiempos Mozos,Diego Lorenzini,Tiempos Mozos
2017-03-18 19:38:59-03:00,Yo para ti no soy nadie,Dënver,Sangre Cita
2017-03-18 19:33:31-03:00,Fiesta,Raffaella carrà,Fiesta
2017-03-18 19:29:06-03:00,Such Great Heights,The Postal Service,Give Up
2017-03-18 19:26:39-03:00,Celosía,Gepe,Hungría
2017-03-18 19:21:35-03:00,Los olores de tu alma,Javiera Mena,Otra Era
2017-03-18 19:16:51-03:00,Milkshake,Kelis,Tasty
2017-03-18 19:12:52-03:00,Amar en el campo,Teleradio Donoso,bailar y llorar
2017-03-18 19:08:25-03:00,If I Ever Feel Better,Phoenix,United
2017-03-18 19:05:30-03:00,Hummer,Foals,Hummer
